;;;;;;;;;;;;;;;;;;;;;;
Día;Línea de servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Total general (Número de pasajeros)
14/06/2021;LÍNEA T-A;130;494;616;539;518;710;760;877;984;981;1.087;1.198;1.249;1.170;1.127;958;828;641;161;;15.028
14/06/2021;LÍNEA M;;;;1;54;143;158;180;216;196;156;300;258;266;254;238;186;123;63;;2.792
14/06/2021;LÍNEA H;;;;;1;53;49;51;66;36;26;49;56;46;43;23;20;5;1;;525
14/06/2021;LÍNEA O;26;197;228;176;129;157;172;129;176;176;180;207;191;245;188;230;180;137;24;;3.148
14/06/2021;LÍNEA P;;;;;12;241;276;342;479;499;349;523;770;647;478;292;194;74;4;;5.180
15/06/2021;LÍNEA A;13.908;33.756;42.661;34.906;22.209;18.783;17.074;17.225;19.373;19.015;23.642;25.534;38.770;48.416;42.815;23.647;13.570;10.320;5.168;38;470.830
15/06/2021;LÍNEA B;2.458;5.602;6.535;5.381;3.491;3.004;2.524;2.675;2.888;2.738;3.149;3.427;4.625;6.688;5.040;2.913;2.006;1.452;702;7;67.305
15/06/2021;LÍNEA J;1.107;1.659;1.517;1.170;872;661;553;527;577;517;409;375;526;475;458;254;182;88;35;1;11.963
15/06/2021;LÍNEA 1;2.294;5.880;7.070;6.512;4.338;3.679;3.134;3.008;3.345;3.198;3.799;4.187;5.509;7.143;5.759;2.957;1.952;1.697;847;34;76.342
15/06/2021;LÍNEA 2;69;418;486;492;384;431;458;536;494;538;578;721;968;1.060;1.014;668;355;191;71;8;9.940
15/06/2021;LÍNEA T-A;894;2.255;2.910;2.366;1.708;1.477;1.339;1.360;1.603;1.492;1.667;1.869;2.388;3.195;3.140;2.200;1.343;975;668;51;34.900
15/06/2021;LÍNEA M;259;551;582;371;225;188;190;190;211;222;211;310;352;605;679;563;306;184;149;58;6.406
15/06/2021;LÍNEA H;158;337;282;181;110;83;80;83;79;66;48;48;58;30;42;17;18;6;3;;1.729
15/06/2021;LÍNEA O;120;577;893;666;382;368;272;263;349;258;339;362;630;789;642;412;295;257;103;8;7.985
15/06/2021;LÍNEA P;349;581;628;479;289;269;161;259;310;224;237;279;457;412;290;172;184;144;37;;5.761
16/06/2021;LÍNEA A;13.386;32.734;42.693;34.253;21.924;18.570;17.062;17.141;19.426;19.706;24.764;27.511;41.227;49.969;42.726;25.785;14.176;10.707;5.450;34;479.244
16/06/2021;LÍNEA B;2.318;5.638;6.507;5.061;3.597;2.911;2.717;2.611;2.936;2.732;3.128;3.556;5.147;6.942;5.018;3.193;2.193;1.536;703;3;68.447
16/06/2021;LÍNEA J;1.017;1.656;1.465;1.163;846;642;527;560;543;487;491;424;545;498;406;264;209;98;22;;11.863
16/06/2021;LÍNEA L;;;;;;38;17;46;68;47;52;33;54;62;;;;;;;417
16/06/2021;LÍNEA 1;2.295;5.773;6.903;6.400;4.238;3.561;3.189;3.102;3.146;3.003;3.430;3.794;4.731;5.619;5.374;3.900;2.298;1.772;894;52;73.474
16/06/2021;LÍNEA 2;77;363;521;510;345;414;425;490;444;12;;;;;;415;345;177;78;5;4.621
16/06/2021;LÍNEA T-A;855;2.169;2.931;2.484;1.639;1.508;1.337;1.421;1.270;54;51;75;86;121;1.898;2.140;1.332;949;666;43;23.029
16/06/2021;LÍNEA M;222;550;535;409;219;233;196;192;197;64;50;75;68;140;235;625;297;204;164;53;4.728
16/06/2021;LÍNEA H;146;326;277;162;78;102;67;80;58;17;8;24;15;20;23;17;18;9;5;;1.452
16/06/2021;LÍNEA O;136;563;900;697;452;360;269;271;320;273;374;381;675;623;185;101;61;45;57;;6.743
16/06/2021;LÍNEA P;408;670;669;559;296;282;267;346;397;279;325;368;491;498;286;239;240;167;30;;6.817
17/06/2021;LÍNEA A;13.337;34.512;42.551;23.714;13.749;9.022;10.554;10.391;12.144;11.557;15.664;23.104;36.217;42.591;34.637;19.282;11.901;9.750;4.695;25;379.397
17/06/2021;LÍNEA B;2.379;5.787;6.398;4.202;3.301;2.631;2.232;2.045;2.158;2.134;2.548;3.103;4.522;5.541;4.716;2.360;1.868;1.383;627;10;59.945
17/06/2021;LÍNEA J;1.082;1.671;1.430;1.190;863;601;540;468;498;403;320;345;473;400;368;201;198;96;18;;11.165
17/06/2021;LÍNEA L;;;;;;53;20;21;40;20;28;19;48;63;;;;;;;312
17/06/2021;LÍNEA 1;2.264;5.900;7.194;6.987;5.295;3.791;3.573;3.688;3.914;3.781;3.811;4.318;5.611;6.425;5.243;3.102;1.885;1.598;742;45;79.167
17/06/2021;LÍNEA 2;80;430;524;600;524;537;490;668;501;668;750;780;843;1.058;850;576;316;234;77;5;10.511
17/06/2021;LÍNEA T-A;886;2.369;2.945;2.035;1.516;1.242;1.160;1.191;1.276;1.164;1.230;1.890;2.353;2.479;387;1.943;1.188;840;595;25;28.714
17/06/2021;LÍNEA M;216;618;552;353;210;201;173;165;161;189;193;293;427;549;147;421;252;152;139;46;5.457
17/06/2021;LÍNEA H;154;358;290;172;110;78;67;66;46;58;43;46;40;26;19;21;15;10;1;;1.620
17/06/2021;LÍNEA O;121;596;865;847;540;672;403;494;452;456;432;458;563;615;451;142;47;256;98;4;8.512
17/06/2021;LÍNEA P;434;829;840;489;224;137;230;273;272;271;261;277;316;366;255;170;177;92;16;;5.929
18/06/2021;LÍNEA A;13.140;33.911;42.024;31.850;21.129;18.277;16.827;17.079;19.092;18.699;24.244;27.437;40.662;48.034;40.309;24.443;14.587;11.718;6.817;53;470.332
18/06/2021;LÍNEA B;2.672;6.555;6.611;4.897;3.417;3.000;2.618;2.568;2.851;2.692;3.179;3.648;5.195;6.600;4.950;3.143;2.278;1.605;911;16;69.406
18/06/2021;LÍNEA J;;284;1.471;1.124;813;610;597;531;490;510;440;476;478;475;486;299;205;152;51;;9.492
18/06/2021;LÍNEA L;;;;;;55;42;70;30;30;51;25;60;71;;;;;;;434
18/06/2021;LÍNEA 1;2.282;5.964;7.095;6.244;4.213;3.601;3.231;3.199;3.270;3.151;3.753;4.241;5.849;6.748;5.640;3.771;2.340;1.849;1.093;75;77.609
18/06/2021;LÍNEA 2;80;445;539;438;396;425;423;498;448;488;580;657;908;969;987;660;352;278;122;2;9.695
18/06/2021;LÍNEA T-A;900;2.295;2.876;2.252;1.679;1.440;1.365;1.425;1.597;1.448;1.735;1.934;2.574;2.993;2.787;2.290;1.411;1.125;797;66;34.989
18/06/2021;LÍNEA M;221;615;557;363;222;211;216;196;213;226;227;358;433;576;664;571;333;214;167;63;6.646
18/06/2021;LÍNEA H;149;319;292;187;127;71;57;77;57;62;46;69;45;40;19;25;24;12;2;1;1.681
18/06/2021;LÍNEA O;122;577;887;648;417;322;281;332;310;320;359;287;325;455;318;258;166;241;142;7;6.774
18/06/2021;LÍNEA P;397;858;845;545;334;269;319;351;355;292;326;363;492;503;311;285;230;146;74;;7.295
19/06/2021;LÍNEA A;10.163;23.639;28.023;24.662;18.309;16.617;16.661;19.213;29.504;33.815;34.042;28.657;27.795;25.790;25.163;19.608;13.269;11.163;6.942;1.070;414.105
19/06/2021;LÍNEA B;2.299;4.957;5.105;4.637;3.467;3.169;3.084;3.305;4.641;4.892;4.542;3.989;3.937;3.561;3.525;2.388;1.966;1.398;806;146;65.814
19/06/2021;LÍNEA K;1.193;1.722;1.621;1.219;944;822;858;904;1.031;843;904;930;1.038;971;735;518;431;325;134;45;17.188
19/06/2021;LÍNEA L;;;;;2;166;207;190;175;134;177;158;275;293;;;;;;;1.777
19/06/2021;LÍNEA 1;1.911;4.411;5.165;5.107;3.784;3.424;3.276;3.333;4.715;4.900;5.187;4.420;4.206;3.799;3.625;2.906;2.217;1.646;1.217;223;69.472
19/06/2021;LÍNEA 2;64;312;420;360;354;380;448;527;687;695;638;597;632;587;633;535;319;248;126;16;8.578
19/06/2021;LÍNEA T-A;701;1.748;2.162;2.052;1.612;1.504;1.411;1.633;2.129;2.401;2.368;2.254;2.144;2.082;2.285;1.749;1.391;1.134;806;210;33.776
19/06/2021;LÍNEA M;174;444;442;372;304;202;194;258;318;344;461;545;399;447;513;402;306;258;156;79;6.618
19/06/2021;LÍNEA H;115;273;211;158;96;85;73;90;103;85;53;84;64;75;54;42;25;28;11;4;1.729
19/06/2021;LÍNEA O;110;433;598;492;360;343;300;308;364;421;469;412;365;358;409;283;257;225;141;21;6.669
19/06/2021;LÍNEA P;379;617;612;475;359;313;349;402;444;422;482;488;565;485;457;272;262;177;96;29;7.685
20/06/2021;LÍNEA A;2.499;7.637;8.704;7.951;7.956;9.530;10.607;11.476;12.173;12.791;13.497;13.144;14.837;16.109;12.548;10.271;9.854;8.226;684;3;190.497
20/06/2021;LÍNEA B;474;1.169;1.397;1.372;1.333;1.963;2.087;2.284;2.370;2.369;2.210;1.980;2.400;2.296;1.790;1.362;1.345;1.000;90;;31.291
20/06/2021;LÍNEA K;;;;;333;825;879;947;966;963;985;1.109;1.374;1.270;465;395;394;264;12;;11.181
20/06/2021;LÍNEA L;;;;;122;284;391;325;341;295;299;476;560;327;3;;;;;;3.423
20/06/2021;LÍNEA 1;361;1.296;1.565;1.509;1.431;1.901;2.165;2.080;2.099;2.208;2.232;2.061;2.239;2.390;1.511;1.554;1.449;1.181;182;;31.414
20/06/2021;LÍNEA 2;;106;111;106;132;148;229;207;260;266;232;278;255;248;228;193;144;118;8;;3.269
20/06/2021;LÍNEA T-A;123;492;656;583;682;905;1.046;1.241;1.163;1.252;1.216;1.278;1.302;1.412;1.108;349;940;789;223;;16.760
20/06/2021;LÍNEA M;;;;;14;194;204;250;246;270;308;320;253;333;249;72;191;177;96;;3.177
20/06/2021;LÍNEA H;;;;;0;68;73;86;71;52;60;53;87;67;40;21;27;23;1;;729
20/06/2021;LÍNEA O;19;224;190;185;123;168;236;191;188;193;233;210;188;264;178;201;209;136;31;;3.367
20/06/2021;LÍNEA P;;;;;43;416;463;421;526;572;625;731;835;834;232;135;185;135;8;;6.161
21/06/2021;LÍNEA A;12.772;32.099;40.529;31.645;20.238;17.437;16.196;16.427;18.474;18.162;23.337;25.588;39.635;48.577;39.613;20.370;12.579;9.951;4.700;30;448.359
21/06/2021;LÍNEA B;2.795;6.362;7.272;5.529;3.721;3.248;2.926;2.788;3.146;2.831;3.207;3.647;5.039;6.588;4.620;2.551;1.873;1.343;583;2;70.071
21/06/2021;LÍNEA K;1.625;2.153;2.055;1.624;1.186;969;873;847;1.027;749;752;634;780;649;463;401;363;184;49;;17.383
21/06/2021;LÍNEA 1;2.325;5.735;6.931;5.943;4.000;3.393;2.986;2.860;3.225;3.019;3.670;4.122;5.674;6.942;5.501;3.304;2.022;1.605;786;39;74.082
21/06/2021;LÍNEA 2;75;399;535;419;346;436;440;469;486;479;554;781;1.043;990;967;544;295;188;84;1;9.531
21/06/2021;LÍNEA T-A;912;2.289;2.885;2.409;1.736;1.393;1.333;1.415;1.568;1.410;1.805;1.842;2.699;3.211;3.226;2.005;1.395;884;624;53;35.094
21/06/2021;LÍNEA M;217;572;552;408;230;204;199;212;217;210;286;329;423;627;799;498;266;190;176;31;6.646
21/06/2021;LÍNEA H;180;340;328;164;125;92;61;75;84;60;58;66;65;45;40;25;17;9;4;;1.838
21/06/2021;LÍNEA O;135;572;915;655;390;339;286;312;291;301;330;415;600;874;563;369;233;298;97;3;7.978
21/06/2021;LÍNEA P;426;879;856;578;366;322;288;330;414;355;329;427;451;449;363;216;248;112;26;;7.435
22/06/2021;LÍNEA A;12.453;32.422;40.881;31.681;20.671;17.731;16.417;15.367;17.666;17.871;22.288;24.829;39.361;49.030;40.140;21.343;12.754;10.056;5.070;28;448.059
22/06/2021;LÍNEA B;2.710;6.532;7.479;5.683;4.035;3.209;2.791;2.740;2.767;2.688;2.972;3.382;5.149;6.659;4.778;2.781;2.000;1.386;644;1;70.386
22/06/2021;LÍNEA K;1.770;2.186;2.118;1.693;1.130;985;897;540;847;790;748;571;885;764;474;345;404;196;46;;17.389
22/06/2021;LÍNEA L;;;;;7;75;84;139;65;67;87;68;121;122;;;;;;;835
22/06/2021;LÍNEA 1;2.280;5.835;7.089;6.215;4.153;3.482;3.086;2.757;2.763;2.862;3.233;3.821;4.141;5.082;4.789;3.114;1.986;1.611;762;38;69.099
22/06/2021;LÍNEA 2;85;414;562;474;411;397;490;477;480;436;501;654;906;1.068;834;625;320;199;91;4;9.428
22/06/2021;LÍNEA T-A;967;2.359;2.899;2.442;1.731;1.433;1.410;1.388;1.407;1.404;1.624;1.860;2.498;3.326;3.189;2.110;1.366;942;638;31;35.024
22/06/2021;LÍNEA M;252;588;571;405;242;225;188;175;205;213;214;308;461;608;803;524;273;193;198;47;6.693
22/06/2021;LÍNEA H;165;371;304;194;109;107;73;82;56;50;46;48;73;34;28;22;22;6;3;;1.793
22/06/2021;LÍNEA O;124;604;894;678;383;326;296;252;307;272;362;425;642;894;640;402;280;303;102;5;8.191
22/06/2021;LÍNEA P;469;942;902;588;447;309;308;263;315;256;263;348;497;544;315;254;215;110;37;;7.382
23/06/2021;LÍNEA A;12.522;32.535;40.550;31.453;20.764;17.366;15.925;16.016;18.325;18.292;23.322;26.576;42.278;48.708;39.431;19.449;12.194;11.325;5.274;39;452.344
23/06/2021;LÍNEA B;2.790;6.547;7.418;5.685;3.759;3.238;2.878;2.780;3.106;2.900;3.164;3.688;5.178;6.766;4.692;2.376;1.891;1.664;668;7;71.195
23/06/2021;LÍNEA K;1.746;2.201;2.204;1.684;1.155;958;866;880;1.044;759;656;663;942;778;510;362;354;161;35;;17.958
23/06/2021;LÍNEA L;;;;;5;155;78;104;134;127;100;133;148;142;;;;;;;1.126
23/06/2021;LÍNEA 1;2.366;5.763;7.033;6.115;4.084;3.454;2.944;2.944;3.175;3.064;3.433;4.275;5.826;6.853;5.525;3.157;1.948;1.900;824;32;74.715
23/06/2021;LÍNEA 2;96;427;556;479;380;389;410;494;507;452;576;667;824;1.115;958;558;335;219;94;;9.536
23/06/2021;LÍNEA T-A;874;2.377;3.034;2.499;1.731;1.446;1.326;1.357;1.569;1.507;1.686;2.026;2.662;3.464;3.259;1.863;1.322;1.093;599;45;35.739
23/06/2021;LÍNEA M;211;620;565;425;232;182;198;212;207;206;250;318;492;659;716;506;278;213;177;37;6.704
23/06/2021;LÍNEA H;142;347;300;206;155;82;105;92;63;55;49;59;69;40;16;21;13;12;4;;1.830
23/06/2021;LÍNEA O;117;611;873;679;415;378;271;281;348;326;345;421;654;852;599;336;265;306;108;2;8.187
23/06/2021;LÍNEA P;489;961;979;624;417;314;336;380;453;352;385;298;416;483;316;184;172;120;24;3;7.706
24/06/2021;LÍNEA A;11.980;31.884;40.367;31.285;20.810;17.430;15.572;15.541;17.906;18.163;22.304;24.875;40.486;48.115;41.883;22.082;13.361;10.388;5.236;29;449.697
24/06/2021;LÍNEA B;2.686;6.588;7.290;5.889;3.800;3.144;2.697;2.641;2.982;2.868;2.953;3.387;5.180;6.242;5.329;2.796;1.967;1.377;693;4;70.513
24/06/2021;LÍNEA K;1.677;2.259;2.173;1.721;1.139;1.003;886;852;1.007;666;554;656;959;612;464;378;362;165;48;;17.581
24/06/2021;LÍNEA L;;;;;1;108;128;85;91;112;100;94;160;105;38;;;;;;1.022
24/06/2021;LÍNEA 1;2.304;5.919;6.993;6.243;4.153;3.434;2.916;2.997;3.218;3.093;3.597;4.161;5.775;7.092;5.831;3.571;2.111;1.755;840;48;76.051
24/06/2021;LÍNEA 2;95;451;526;477;359;370;436;462;535;447;582;681;960;927;916;608;368;192;104;2;9.498
24/06/2021;LÍNEA T-A;800;2.371;2.745;1.944;1.664;1.308;1.291;1.307;1.476;1.485;1.678;1.851;2.466;3.236;3.315;2.284;1.476;914;579;40;34.230
24/06/2021;LÍNEA M;195;576;572;442;270;150;214;178;204;194;257;327;443;539;694;554;296;194;159;25;6.483
24/06/2021;LÍNEA H;143;373;266;37;86;88;80;71;77;81;60;51;46;32;27;31;22;9;;;1.580
24/06/2021;LÍNEA O;130;629;858;700;416;339;290;272;313;323;382;376;630;841;598;414;273;312;89;9;8.194
24/06/2021;LÍNEA P;489;939;964;673;419;332;277;437;429;323;321;337;484;362;260;218;191;119;37;;7.611
25/06/2021;LÍNEA A;12.159;31.620;40.667;31.572;20.685;17.769;16.194;16.413;18.494;18.532;24.477;26.648;41.263;49.382;40.080;22.313;14.641;11.202;5.853;49;460.013
25/06/2021;LÍNEA B;2.385;5.727;6.505;5.175;3.542;3.036;2.695;2.710;3.051;2.926;3.227;3.554;5.222;6.808;4.808;2.976;1.923;1.504;752;6;68.532
25/06/2021;LÍNEA K;1.723;2.266;2.155;1.742;1.241;946;900;846;975;837;785;786;909;808;522;275;383;199;62;3;18.363
25/06/2021;LÍNEA J;772;1.316;1.171;910;677;576;458;498;501;419;387;394;449;487;346;209;92;72;32;;9.766
25/06/2021;LÍNEA L;;;;;3;128;148;119;174;113;117;134;143;160;;;;;;;1.239
25/06/2021;LÍNEA 1;2.298;5.744;7.068;6.243;4.237;3.654;3.065;3.094;3.227;3.243;3.895;4.392;5.745;6.816;5.768;3.527;2.304;1.872;955;66;77.213
25/06/2021;LÍNEA 2;87;415;496;520;402;440;423;442;448;490;597;663;878;973;853;572;328;270;104;8;9.409
25/06/2021;LÍNEA T-A;881;2.342;3.003;2.469;1.709;1.462;1.368;1.376;1.495;1.530;1.811;1.938;2.631;2.991;2.937;2.185;1.358;1.007;562;60;35.115
25/06/2021;LÍNEA M;235;569;581;425;210;199;197;195;238;214;260;337;487;607;647;515;260;226;148;53;6.603
25/06/2021;LÍNEA H;140;355;312;194;126;83;89;62;67;63;57;59;74;46;32;13;15;12;2;;1.801
25/06/2021;LÍNEA O;123;607;917;709;438;334;312;294;332;344;209;223;370;394;381;327;291;329;105;13;7.052
25/06/2021;LÍNEA P;518;975;973;659;442;379;282;384;224;306;320;415;505;417;301;119;163;109;24;;7.515
26/06/2021;LÍNEA A;9.925;23.362;27.663;24.584;17.682;16.343;16.421;18.805;29.426;32.583;33.727;26.982;26.004;24.891;22.456;18.093;12.615;10.525;5.557;46;397.690
26/06/2021;LÍNEA B;1.919;4.162;4.411;4.032;3.161;2.756;2.886;3.074;4.556;4.457;4.254;3.894;3.742;3.428;3.016;2.430;1.740;1.444;798;12;60.172
26/06/2021;LÍNEA K;1.464;2.075;2.040;1.624;1.080;1.025;878;986;1.180;916;851;951;980;926;693;573;522;364;134;5;19.267
26/06/2021;LÍNEA J;719;1.219;1.228;1.071;785;696;606;647;712;565;467;530;518;485;440;328;255;170;58;2;11.501
26/06/2021;LÍNEA L;;;;;2;181;185;224;202;166;161;267;273;188;;;;;;;1.849
26/06/2021;LÍNEA 1;1.896;4.343;5.022;5.217;3.758;3.294;3.029;3.384;4.606;4.917;4.860;4.217;3.977;3.637;3.462;2.931;2.025;1.655;947;55;67.232
26/06/2021;LÍNEA 2;61;309;393;401;301;370;416;482;618;633;665;524;549;600;534;467;280;236;100;1;7.940
26/06/2021;LÍNEA T-A;689;1.813;2.155;2.010;1.454;1.445;1.293;1.500;2.059;2.457;1.891;374;2.081;1.934;1.969;1.786;1.245;1.118;709;69;30.051
26/06/2021;LÍNEA M;168;444;442;347;260;185;229;222;329;382;434;136;344;410;431;415;291;221;155;26;5.871
26/06/2021;LÍNEA H;129;246;246;176;117;76;82;96;84;72;67;41;64;49;44;33;23;27;8;;1.680
26/06/2021;LÍNEA O;115;451;627;511;356;369;290;338;458;425;486;388;331;411;331;309;252;269;106;13;6.836
26/06/2021;LÍNEA P;435;702;691;550;437;328;331;437;490;300;397;505;493;456;401;339;286;205;104;2;7.889
27/06/2021;LÍNEA A;2.913;8.568;9.874;8.485;7.721;9.425;10.190;10.491;11.726;13.355;14.984;13.513;15.203;15.562;14.925;12.983;11.000;8.129;788;2;199.837
27/06/2021;LÍNEA B;477;1.356;1.541;1.410;1.307;1.914;1.922;2.051;2.197;2.269;2.588;2.348;2.422;2.259;2.284;1.776;1.564;1.013;127;;32.825
27/06/2021;LÍNEA K;;;;;306;869;948;825;921;966;925;1.000;1.318;1.248;836;697;550;308;36;;11.753
27/06/2021;LÍNEA J;;;1;;27;655;546;509;559;526;536;430;554;565;501;428;357;126;5;;6.325
27/06/2021;LÍNEA L;;;;;98;283;437;411;381;367;329;395;505;483;;;;;;;3.689
27/06/2021;LÍNEA 1;460;1.420;1.728;1.645;1.601;1.878;2.056;2.034;2.055;2.275;2.529;2.355;2.252;2.378;2.341;2.091;1.801;1.193;210;;34.302
27/06/2021;LÍNEA 2;;93;117;115;121;169;195;188;260;246;277;229;268;267;274;118;9;26;2;;2.974
27/06/2021;LÍNEA T-A;121;544;682;649;687;924;955;1.044;1.054;1.237;1.446;1.285;1.393;1.377;1.440;786;86;100;33;;15.843
27/06/2021;LÍNEA M;;;;;5;241;180;223;220;270;277;320;318;276;324;303;121;105;36;1;3.220
27/06/2021;LÍNEA H;;;;;4;66;61;49;62;42;56;52;72;61;54;45;36;17;;;677
27/06/2021;LÍNEA O;18;240;163;168;135;144;245;192;167;252;260;239;237;251;236;253;226;170;41;;3.637
27/06/2021;LÍNEA P;;;;;53;397;423;400;510;577;664;711;856;870;584;507;361;144;7;;7.064
28/06/2021;LÍNEA A;12.171;31.531;40.297;34.368;22.350;18.570;16.920;16.700;18.686;18.066;25.283;26.692;39.057;46.811;39.912;21.562;12.556;9.610;4.712;17;455.871
28/06/2021;LÍNEA B;2.379;5.558;6.478;5.189;3.360;3.063;2.784;2.694;3.042;2.482;2.955;3.540;5.047;6.794;4.720;2.724;1.837;1.310;673;2;66.631
28/06/2021;LÍNEA K;1.752;2.280;2.178;1.728;1.166;909;858;766;908;716;609;649;815;647;508;402;454;134;52;1;17.532
28/06/2021;LÍNEA J;925;1.401;1.492;1.175;829;626;540;520;543;462;436;364;488;459;365;277;192;84;18;;11.196
28/06/2021;LÍNEA 1;2.242;5.374;6.134;5.728;3.878;2.978;2.563;2.565;2.788;2.612;2.993;3.453;3.532;3.258;2.512;1.734;1.024;1.041;434;13;56.856
28/06/2021;LÍNEA 2;50;192;;;;;;;;;;;;;;;1;98;65;1;407
28/06/2021;LÍNEA T-A;17;67;466;1.059;722;816;744;822;221;41;40;58;85;126;193;177;611;679;524;47;7.515
28/06/2021;LÍNEA M;20;67;154;206;135;142;126;155;94;54;58;68;108;136;169;149;130;147;120;36;2.274
28/06/2021;LÍNEA H;20;71;118;134;88;77;59;44;26;9;13;16;8;8;15;7;12;3;;;728
28/06/2021;LÍNEA O;119;595;644;426;355;324;279;303;243;306;390;425;642;891;601;433;258;265;109;7;7.615
28/06/2021;LÍNEA P;510;999;1.001;746;478;374;317;401;435;368;317;363;495;511;313;234;243;110;24;;8.239
29/06/2021;LÍNEA A;12.633;32.502;41.228;31.975;21.214;18.114;16.499;16.559;18.894;18.633;23.284;25.861;41.131;49.850;41.190;21.902;13.095;10.129;5.394;20;460.107
29/06/2021;LÍNEA B;2.352;5.784;6.481;5.081;3.565;3.007;2.780;2.623;2.764;2.917;3.082;3.409;4.983;6.861;4.923;2.748;2.150;1.439;824;11;67.784
29/06/2021;LÍNEA K;1.735;2.286;2.190;1.780;1.179;1.035;831;818;964;842;697;701;924;793;561;418;419;238;44;2;18.457
29/06/2021;LÍNEA J;1.044;1.547;1.539;1.149;802;661;562;496;564;438;425;432;492;454;373;259;201;77;28;;11.543
29/06/2021;LÍNEA L;;;;;;108;135;138;109;106;64;103;168;173;;;;;;;1.104
29/06/2021;LÍNEA 1;2.343;5.697;7.145;6.224;4.218;3.608;3.065;2.956;3.183;3.153;3.724;4.175;5.865;6.971;5.689;3.396;2.188;1.783;812;47;76.242
29/06/2021;LÍNEA 2;88;376;497;485;343;393;404;480;497;469;501;655;983;1.003;903;584;338;201;83;3;9.286
29/06/2021;LÍNEA T-A;855;2.171;2.887;2.341;1.653;1.422;1.341;1.363;1.550;1.414;1.694;1.835;2.483;3.066;2.946;2.143;1.284;886;633;50;34.017
29/06/2021;LÍNEA M;226;546;579;370;246;218;197;180;220;207;222;324;416;597;690;612;288;151;145;53;6.487
29/06/2021;LÍNEA H;135;342;256;207;93;79;74;69;50;53;58;65;40;35;34;17;32;5;1;;1.645
29/06/2021;LÍNEA O;133;654;900;671;481;345;289;273;325;347;342;447;684;876;684;383;299;271;119;4;8.527
29/06/2021;LÍNEA P;533;1.098;1.102;702;474;343;336;357;367;343;360;374;484;463;340;212;257;153;57;;8.355
30/06/2021;LÍNEA A;12.556;32.467;41.404;32.057;20.527;18.357;16.890;16.557;18.538;18.890;23.680;26.548;40.909;50.522;41.965;23.508;14.497;11.017;5.877;53;466.819
30/06/2021;LÍNEA B;2.413;5.684;6.571;5.153;3.416;2.870;2.662;2.545;2.886;2.746;3.220;3.488;5.002;6.883;5.099;2.807;2.058;1.390;844;6;67.743
30/06/2021;LÍNEA K;1.694;2.244;2.083;1.810;1.294;1.056;952;820;991;765;739;773;983;896;629;454;478;196;59;1;18.917
30/06/2021;LÍNEA J;953;1.582;1.468;1.252;874;644;598;471;618;515;465;490;490;485;377;319;195;91;19;;11.906
30/06/2021;LÍNEA L;;;;;4;144;122;139;94;94;97;72;138;202;;;;;;;1.106
30/06/2021;LÍNEA 1;2.337;5.749;7.273;6.165;4.260;3.608;3.197;3.124;3.417;3.305;3.952;4.292;5.686;7.329;5.658;3.543;2.178;1.830;979;37;77.919
30/06/2021;LÍNEA 2;101;418;516;245;76;61;72;95;80;90;142;141;262;265;168;118;103;55;14;;3.022
30/06/2021;LÍNEA T-A;874;2.261;2.884;2.469;1.619;1.449;1.413;1.385;1.539;1.481;1.741;1.828;2.421;2.613;2.796;2.209;1.379;1.028;694;40;34.123
30/06/2021;LÍNEA M;231;575;582;400;243;228;200;185;212;230;242;320;417;540;650;579;365;200;184;60;6.643
30/06/2021;LÍNEA H;148;325;285;180;81;71;90;54;58;59;82;60;41;44;28;18;33;8;4;1;1.670
30/06/2021;LÍNEA O;133;621;904;737;442;333;314;328;342;306;383;372;652;917;686;416;248;255;157;10;8.556
30/06/2021;LÍNEA P;548;1.036;1.077;769;467;349;337;400;436;361;352;385;494;486;345;257;217;156;50;2;8.524
1/07/2021;LÍNEA A;12.452;32.227;41.235;31.738;21.770;18.597;17.140;16.630;19.187;19.817;24.057;27.166;41.362;50.898;42.938;22.529;13.810;10.789;6.034;35;470.411
1/07/2021;LÍNEA B;2.312;5.812;6.405;5.035;3.508;2.991;2.714;2.717;2.951;2.762;3.227;3.668;5.182;6.936;4.992;2.812;2.018;1.530;829;8;68.409
1/07/2021;LÍNEA K;1.717;2.242;2.133;1.782;1.292;1.025;980;870;992;874;729;812;958;851;502;419;432;172;70;;18.852
1/07/2021;LÍNEA J;952;1.567;1.460;1.267;891;655;591;494;641;483;453;393;511;440;411;253;167;106;30;;11.765
1/07/2021;LÍNEA L;;;;;;186;184;160;143;118;131;151;204;194;;;;;;;1.471
1/07/2021;LÍNEA 1;2.341;5.772;7.269;6.255;4.374;3.685;3.360;3.178;3.378;3.408;3.705;4.007;5.371;7.225;5.832;3.393;2.092;1.826;932;50;77.453
1/07/2021;LÍNEA 2;10;74;98;84;62;66;85;61;71;93;125;170;172;230;192;117;76;67;28;;1.881
1/07/2021;LÍNEA T-A;808;2.278;2.831;2.451;1.751;1.475;1.354;1.397;1.599;1.541;1.647;1.874;2.528;3.228;3.008;1.573;1.313;1.040;628;67;34.391
1/07/2021;LÍNEA M;211;576;600;411;252;215;196;200;218;223;239;306;439;551;703;339;306;202;169;46;6.402
1/07/2021;LÍNEA H;142;325;284;191;163;60;64;58;69;86;54;53;52;42;30;24;22;12;4;;1.735
