;;;;;;;;;;;;;;;;;;;;;;
Día;Línea de servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Total general (Número de pasajeros)
2/05/2021;LÍNEA O;7;73;72;48;44;30;3;;;;;;;;;;;;;;277
3/05/2021;LÍNEA A;12.131;30.334;34.793;29.499;21.514;16.851;15.897;17.052;19.971;21.112;27.318;30.731;39.556;39.237;31.013;16.013;8.586;6.126;2.597;6;420.337
3/05/2021;LÍNEA B;2.311;5.260;5.708;4.828;3.411;2.734;2.636;2.572;2.811;3.021;3.511;4.138;5.347;5.734;3.380;2.216;1.308;666;335;4;61.931
3/05/2021;LÍNEA K;1.699;2.205;1.651;1.734;1.493;997;908;904;979;709;641;570;655;510;392;328;290;79;19;1;16.764
3/05/2021;LÍNEA J;940;1.407;1.414;1.332;1.080;695;557;577;586;446;426;397;480;420;291;223;150;35;12;;11.468
3/05/2021;LÍNEA 1;2.234;5.785;6.591;5.751;4.322;3.423;3.176;2.635;3.017;3.010;2.375;3;1;;1;;;;;;42.324
3/05/2021;LÍNEA 2;96;421;495;460;452;439;466;191;;;;;;;;;;;;;3.020
3/05/2021;LÍNEA T-A;881;2.169;2.642;2.380;1.801;1.383;1.379;371;60;76;51;55;25;39;56;32;21;9;2;1;13.433
3/05/2021;LÍNEA M;217;580;611;430;288;226;239;131;60;64;59;59;93;127;121;129;60;23;18;3;3.538
3/05/2021;LÍNEA H;158;319;289;193;145;81;100;36;19;15;9;5;3;3;2;8;3;5;1;;1.394
3/05/2021;LÍNEA O;129;540;820;632;422;337;267;283;306;271;315;24;;;;;;;;;4.346
4/05/2021;LÍNEA A;12.376;30.407;35.921;28.624;19.475;15.053;13.277;12.918;15.257;15.254;20.806;24.781;38.415;43.028;30.915;17.941;7.997;5.912;2.365;6;390.728
4/05/2021;LÍNEA B;2.269;5.284;5.617;4.729;3.259;2.406;2.129;2.144;2.326;2.242;2.714;3.029;5.004;5.860;3.842;2.181;1.416;656;259;;57.366
4/05/2021;LÍNEA K;1.721;2.145;2.186;1.776;1.252;936;800;723;886;584;477;545;656;490;363;282;278;91;19;;16.210
4/05/2021;LÍNEA J;1.053;1.365;1.436;1.350;859;574;487;444;485;441;314;358;448;347;246;206;132;36;14;;10.595
4/05/2021;LÍNEA L;;;;;;31;31;35;22;23;22;46;;48;;;;;;;258
4/05/2021;LÍNEA 1;2.233;5.562;6.552;5.569;3.965;3.126;2.636;2.604;2.437;1.949;2.371;2.641;2.412;2.927;2.089;1.458;659;416;138;6;51.750
4/05/2021;LÍNEA 2;85;428;521;424;384;404;386;444;446;421;486;603;176;;;;;;;;5.208
4/05/2021;LÍNEA T-A;947;2.132;2.692;2.248;1.587;1.255;1.138;1.154;1.251;1.148;1.405;1.672;2.362;2.775;2.465;1.630;795;534;187;;29.377
4/05/2021;LÍNEA M;233;545;572;419;245;202;189;175;199;190;232;294;394;382;568;401;223;111;79;;5.653
4/05/2021;LÍNEA H;160;312;282;199;113;83;52;62;46;36;26;26;34;3;23;21;12;4;1;;1.495
4/05/2021;LÍNEA O;129;559;814;642;494;34;;;71;268;327;393;504;513;296;140;124;68;16;;5.392
5/05/2021;LÍNEA A;12.292;29.648;33.298;25.746;18.267;14.576;12.508;12.169;17.543;21.347;29.461;28.734;27.428;21.857;14.209;3.593;1.744;;;;324.420
5/05/2021;LÍNEA B;2.301;5.346;5.235;4.236;2.980;2.544;2.060;1.968;2.360;2.814;3.243;3.334;3.520;2.927;1.924;545;180;;;;47.517
5/05/2021;LÍNEA K;1.521;1.828;1.795;1.681;1.205;815;647;628;720;477;381;342;462;359;261;221;21;;;;13.364
5/05/2021;LÍNEA J;961;1.471;1.360;1.220;795;513;410;350;425;304;272;288;311;302;181;148;26;;;;9.337
5/05/2021;LÍNEA L;;;;;;11;14;24;16;28;5;7;5;7;;;;;;;117
5/05/2021;LÍNEA 1;2.153;5.418;5.797;4.510;2.830;1.461;1.251;1.100;1.358;1.723;2.069;2.066;1.758;1.431;1.073;56;;;;;36.054
5/05/2021;LÍNEA T-A;22;72;91;70;41;44;20;21;40;66;55;43;99;82;68;;;;;;834
5/05/2021;LÍNEA M;11;46;77;59;38;43;31;34;49;59;45;36;102;78;85;9;;;;;802
5/05/2021;LÍNEA H;25;66;66;33;23;14;9;7;11;10;1;3;9;5;3;;;;;;285
5/05/2021;LÍNEA O;132;523;770;588;360;225;98;;;;;;;;;;;;;;2.696
6/05/2021;LÍNEA A;12.462;30.246;34.947;27.617;18.102;14.194;12.410;12.456;14.219;14.723;21.872;22.222;34.910;37.665;31.885;17.127;7.214;4.307;1.644;4;370.226
6/05/2021;LÍNEA B;2.378;5.357;5.550;4.425;3.149;2.446;2.079;2.003;2.235;2.224;2.694;2.631;4.953;5.461;4.072;2.158;1.237;510;201;3;55.766
6/05/2021;LÍNEA K;1.519;1.915;1.928;1.775;1.269;836;722;659;772;566;501;273;544;385;384;324;228;96;18;;14.714
6/05/2021;LÍNEA J;1.004;1.426;1.431;1.307;825;562;456;425;476;384;277;83;279;314;154;85;63;32;12;;9.595
6/05/2021;LÍNEA L;;;;;;61;26;27;33;28;24;;70;30;;;;;;;299
6/05/2021;LÍNEA 1;2.311;5.641;6.192;5.186;3.639;2.815;2.525;1.899;1.257;1.523;1.990;1.802;2.497;2.501;2.185;1.258;608;293;113;2;46.237
6/05/2021;LÍNEA 2;97;405;465;400;336;366;388;337;29;;;;;;;;;;;;2.823
6/05/2021;LÍNEA T-A;847;1.967;2.510;1.989;1.394;1.111;91;7;4;9;7;2;4;24;37;40;25;8;2;1;10.079
6/05/2021;LÍNEA M;196;494;538;353;210;138;56;34;45;34;32;;26;66;102;88;45;29;8;1;2.495
6/05/2021;LÍNEA H;148;297;254;165;100;46;5;4;5;13;3;;1;5;2;2;1;2;1;;1.054
6/05/2021;LÍNEA O;136;560;804;597;419;282;245;142;128;132;157;162;263;397;327;152;;;;;4.903
7/05/2021;LÍNEA A;12.536;30.396;34.702;26.953;17.547;13.588;12.154;11.841;13.317;14.290;20.919;24.457;34.382;38.104;30.700;18.427;8.965;5.081;2.071;7;370.437
7/05/2021;LÍNEA B;2.303;5.472;5.481;4.246;2.980;2.308;2.056;2.068;2.226;2.062;2.615;3.165;4.371;5.343;4.082;2.411;1.429;564;269;;55.451
7/05/2021;LÍNEA K;1.584;1.952;1.884;1.723;1.129;786;769;689;778;504;530;559;610;482;364;333;279;73;22;6;15.056
7/05/2021;LÍNEA J;999;1.389;1.430;1.217;832;537;449;427;479;342;384;337;404;339;306;217;140;37;20;1;10.286
7/05/2021;LÍNEA L;;;;;3;32;28;44;31;40;50;37;65;5;;;;;;;335
7/05/2021;LÍNEA 1;2.281;5.739;6.257;5.096;3.503;2.809;2.096;1.662;1.605;1.787;2.262;2.406;2.995;3.220;2.629;1.819;840;492;172;3;49.673
7/05/2021;LÍNEA 2;75;412;505;398;392;355;387;377;343;392;404;413;590;554;538;408;138;67;16;;6.764
7/05/2021;LÍNEA T-A;902;2.097;2.469;1.984;1.353;1.202;374;8;10;7;8;11;18;30;35;26;19;5;2;;10.560
7/05/2021;LÍNEA M;233;542;532;356;200;171;75;46;26;44;33;66;59;111;145;99;42;25;17;;2.822
7/05/2021;LÍNEA H;141;301;239;169;87;56;18;3;4;8;10;2;12;6;1;2;3;;;1;1.063
7/05/2021;LÍNEA O;138;563;801;603;399;200;167;115;151;147;157;178;294;369;284;205;101;5;;;4.877
8/05/2021;LÍNEA A;8.921;20.727;20.385;13.276;8.172;6.502;6.526;8.021;16.493;19.548;19.903;13.660;13.643;10.847;7.961;5.277;4.258;3.138;1.351;5;208.614
8/05/2021;LÍNEA B;1.606;3.562;3.108;2.218;1.181;968;905;996;1.841;2.173;1.931;1.662;1.752;1.506;1.129;794;627;350;155;;28.464
8/05/2021;LÍNEA K;1.427;1.916;1.508;905;592;476;488;422;616;398;339;447;518;325;311;213;206;75;24;;11.206
8/05/2021;LÍNEA J;815;1.263;915;575;400;319;321;281;402;331;238;238;231;236;183;147;93;47;16;;7.051
8/05/2021;LÍNEA 1;1.714;3.756;3.674;2.783;1.730;1.385;1.349;1.094;1.273;1.444;1.502;1.106;1.097;913;749;517;354;241;99;1;26.781
8/05/2021;LÍNEA 2;62;284;295;296;233;226;230;26;;;;;;;;;;;;;1.652
8/05/2021;LÍNEA T-A;667;1.566;1.529;1.087;773;640;537;167;45;65;66;60;66;56;43;18;16;21;12;1;7.435
8/05/2021;LÍNEA M;172;413;323;206;102;89;107;71;29;43;58;60;72;62;39;33;25;25;9;;1.938
8/05/2021;LÍNEA H;100;212;148;65;45;44;36;8;10;8;9;2;5;6;6;6;2;1;2;;715
8/05/2021;LÍNEA O;98;399;471;322;223;162;121;89;244;259;237;247;255;203;153;92;95;52;7;1;3.730
9/05/2021;LÍNEA A;2.346;6.326;6.094;4.050;2.963;2.982;2.977;3.258;3.670;4.526;5.838;4.925;5.699;6.002;5.524;3.943;3.377;1.905;94;;76.499
9/05/2021;LÍNEA B;416;938;786;562;407;485;470;519;567;641;854;632;816;864;789;660;491;301;19;;11.217
9/05/2021;LÍNEA K;;;;;146;306;342;342;407;324;315;356;480;338;306;309;239;84;6;;4.300
9/05/2021;LÍNEA J;;1;;;29;258;223;223;275;202;211;206;267;216;232;168;140;59;;;2.710
9/05/2021;LÍNEA 1;335;1.116;1.048;784;610;671;630;462;340;372;469;427;510;514;570;569;433;294;25;;10.179
9/05/2021;LÍNEA 2;;98;86;71;84;62;67;34;;;;;;;;;;;;;502
9/05/2021;LÍNEA T-A;96;368;429;322;244;301;368;170;26;40;23;37;35;32;25;36;29;12;5;;2.598
9/05/2021;LÍNEA M;;;;2;1;74;72;60;48;47;48;63;58;54;51;34;23;18;5;;658
9/05/2021;LÍNEA H;;;;;;23;;10;11;7;15;4;19;4;3;8;8;4;;;116
9/05/2021;LÍNEA O;25;152;135;114;95;80;78;72;72;71;105;86;121;127;119;86;76;34;3;;1.651
10/05/2021;LÍNEA A;12.149;31.027;36.605;29.311;19.555;15.569;14.529;14.205;15.776;16.031;21.824;24.343;38.625;44.524;35.198;17.697;10.056;7.693;3.359;14;408.090
10/05/2021;LÍNEA B;2.295;5.458;5.726;4.695;3.281;2.704;2.371;2.074;2.460;2.364;2.821;3.354;5.032;6.242;4.449;2.359;1.508;1.009;456;5;60.663
10/05/2021;LÍNEA K;1.686;2.190;2.140;1.799;1.256;927;718;795;852;751;611;576;643;515;402;321;356;137;32;2;16.709
10/05/2021;LÍNEA J;978;1.417;1.436;1.361;868;629;551;478;566;399;277;280;404;391;328;187;168;57;19;;10.794
10/05/2021;LÍNEA 1;2.216;5.734;6.431;5.681;3.860;3.127;2.841;2.558;2.684;2.181;1.763;1.676;1.627;2.916;2.690;1.321;757;850;527;12;51.452
10/05/2021;LÍNEA 2;79;413;435;491;411;426;390;457;456;374;4;;;;;;;;;;3.936
10/05/2021;LÍNEA T-A;858;2.089;2.638;2.275;1.512;1.274;1.137;1.099;1.221;869;40;62;76;114;121;115;59;30;23;7;15.619
10/05/2021;LÍNEA M;230;523;570;407;221;172;183;189;196;183;42;43;63;125;116;106;64;47;25;3;3.508
10/05/2021;LÍNEA H;151;286;279;169;121;73;65;47;35;46;17;11;11;14;6;5;2;2;;;1.340
10/05/2021;LÍNEA O;119;539;779;656;446;280;224;264;247;220;346;386;446;616;86;;;;;;5.654
11/05/2021;LÍNEA A;12.547;31.881;35.981;20.792;21.976;15.647;13.955;14.527;15.761;15.563;20.453;23.086;36.978;44.401;34.655;18.312;10.964;8.279;3.504;16;399.278
11/05/2021;LÍNEA B;2.354;5.609;5.910;4.850;3.322;2.603;2.388;2.308;2.558;2.368;2.641;2.974;4.438;5.956;4.493;2.421;1.696;1.180;512;2;60.583
11/05/2021;LÍNEA K;1.711;2.233;2.142;1.270;1.137;881;768;759;860;666;529;510;662;588;409;163;382;144;35;2;15.851
11/05/2021;LÍNEA J;967;1.435;1.402;1.360;861;593;548;481;569;397;363;347;435;403;342;220;163;77;10;;10.973
11/05/2021;LÍNEA L;;;;;3;49;30;26;40;47;26;32;72;89;;;;;;;414
11/05/2021;LÍNEA 1;2.186;5.989;6.474;5.398;4.277;3.233;2.895;2.661;2.798;2.747;3.248;3.628;5.039;5.915;4.788;2.770;1.744;1.224;550;18;67.582
11/05/2021;LÍNEA 2;82;389;531;489;393;425;490;507;440;441;504;637;778;873;749;37;;;;;7.765
11/05/2021;LÍNEA T-A;923;2.297;2.623;2.008;1.602;1.309;1.203;1.247;1.350;1.146;1.398;1.554;2.201;2.777;2.702;42;19;7;9;1;26.418
11/05/2021;LÍNEA M;242;586;555;358;234;187;189;156;185;178;181;276;375;545;639;184;67;45;18;2;5.202
11/05/2021;LÍNEA H;155;324;273;179;97;71;66;53;42;25;37;26;27;22;17;2;;5;1;;1.422
11/05/2021;LÍNEA O;132;581;808;811;500;298;264;258;291;281;373;373;623;709;512;359;241;191;52;2;7.659
12/05/2021;LÍNEA A;12.869;31.988;36.457;25.959;17.556;14.353;13.714;13.241;15.496;16.047;23.997;26.396;33.571;36.217;26.380;14.612;9.394;7.085;3.011;7;378.350
12/05/2021;LÍNEA B;2.384;5.651;5.769;4.242;2.967;2.509;2.257;2.261;2.326;2.444;2.842;3.210;4.312;5.180;3.656;2.092;1.494;1.038;490;3;57.127
12/05/2021;LÍNEA K;1.676;2.029;1.961;1.526;1.101;859;754;673;788;567;464;471;572;430;340;308;346;122;36;2;15.025
12/05/2021;LÍNEA J;962;1.399;1.354;1.208;809;544;476;402;482;356;313;330;362;401;303;210;147;47;20;;10.125
12/05/2021;LÍNEA L;;;;;;38;26;25;28;26;38;28;38;32;;;;;;;279
12/05/2021;LÍNEA 1;2.157;5.529;6.186;5.015;3.271;2.525;1.199;1.074;1.208;1.255;1.600;1.698;1.976;2.215;1.781;1.206;811;589;236;4;41.535
12/05/2021;LÍNEA T-A;17;65;64;46;40;26;29;31;27;37;35;51;63;93;106;80;39;17;12;;878
12/05/2021;LÍNEA M;13;47;85;58;30;50;26;46;35;28;45;74;87;109;121;89;57;31;16;1;1.048
12/05/2021;LÍNEA H;26;57;42;20;9;6;14;5;6;8;7;7;10;9;6;7;5;2;1;;247
12/05/2021;LÍNEA O;114;543;758;660;340;174;129;145;162;178;212;255;308;372;265;193;146;130;34;;5.118
13/05/2021;LÍNEA A;12.475;32.085;37.684;28.097;18.431;15.296;14.004;13.811;15.662;15.739;20.496;23.167;37.999;44.587;35.740;18.421;10.990;8.371;3.884;18;406.957
13/05/2021;LÍNEA B;2.320;5.623;5.986;4.646;3.025;2.591;2.334;2.208;2.434;2.274;2.679;3.034;4.590;6.241;4.669;2.582;1.799;1.295;530;6;60.866
13/05/2021;LÍNEA K;1.757;2.248;2.125;1.636;1.131;924;789;744;835;640;573;588;654;524;433;361;358;139;65;1;16.525
13/05/2021;LÍNEA J;940;1.407;1.382;1.270;828;539;476;435;541;345;332;381;407;423;328;212;166;65;18;1;10.496
13/05/2021;LÍNEA L;;;;;4;47;21;13;43;37;34;37;63;74;8;;;;;;381
13/05/2021;LÍNEA 1;2.229;5.887;6.644;5.602;3.930;3.058;2.774;2.491;2.777;2.648;3.276;3.443;2.765;3.129;2.756;1.712;1.061;1.084;582;12;57.860
13/05/2021;LÍNEA 2;84;397;484;439;317;388;453;431;450;390;512;621;455;;;33;147;91;40;;5.732
13/05/2021;LÍNEA T-A;840;2.093;2.551;2.043;1.440;1.186;1.161;1.135;1.179;1.194;1.396;1.530;2.222;2.606;2.424;1.598;940;677;405;20;28.640
13/05/2021;LÍNEA M;249;496;533;352;247;176;178;153;171;163;216;251;378;488;621;440;219;146;89;26;5.592
13/05/2021;LÍNEA H;153;300;256;141;95;63;50;45;45;39;24;28;28;34;11;19;7;2;;;1.340
13/05/2021;LÍNEA O;128;577;815;695;408;292;220;58;51;43;;;;250;324;224;183;178;35;2;4.483
14/05/2021;LÍNEA A;12.233;31.605;36.969;27.804;18.559;15.671;14.309;14.364;15.859;15.914;22.505;25.716;37.524;42.950;34.553;19.890;11.834;9.453;4.625;25;412.362
14/05/2021;LÍNEA B;2.262;5.628;5.910;4.455;3.155;2.588;2.265;2.378;2.466;2.426;2.749;3.237;4.478;5.887;4.349;2.592;1.772;1.286;652;7;60.542
14/05/2021;LÍNEA K;1.702;2.147;1.871;1.651;1.157;792;800;752;847;718;603;609;746;619;470;383;399;166;49;3;16.484
14/05/2021;LÍNEA J;950;1.362;1.427;1.218;781;581;511;482;559;400;416;409;477;473;247;198;158;76;30;1;10.756
14/05/2021;LÍNEA L;;;;;;64;43;30;49;26;33;36;91;88;2;;;;;;462
14/05/2021;LÍNEA 1;2.151;5.795;6.579;5.533;3.742;2.952;2.714;1.835;1.550;1.463;1.748;1.863;2.520;2.841;2.406;1.598;991;988;682;23;49.974
14/05/2021;LÍNEA 2;68;387;484;427;266;;;;;;;;;;;;;;;;1.632
14/05/2021;LÍNEA T-A;846;2.177;2.597;2.130;1.036;22;21;27;25;41;52;54;62;82;119;96;63;33;24;2;9.509
14/05/2021;LÍNEA M;187;567;555;317;183;45;30;44;65;37;57;38;92;94;149;110;88;46;26;2;2.732
14/05/2021;LÍNEA H;155;318;262;153;70;11;13;11;9;11;9;11;11;7;10;2;6;2;1;1;1.073
14/05/2021;LÍNEA O;116;585;872;646;415;300;39;;;;;;;;;;118;168;83;3;3.345
15/05/2021;LÍNEA A;9.837;22.650;24.646;21.206;15.602;13.748;13.726;15.944;25.300;28.996;29.391;23.816;22.658;20.293;19.028;15.059;10.740;8.731;4.328;24;345.723
15/05/2021;LÍNEA B;1.869;3.841;4.052;3.467;2.695;2.464;2.461;2.480;3.777;3.746;3.709;3.306;3.305;2.792;2.340;1.674;1.449;1.206;533;6;51.172
15/05/2021;LÍNEA K;1.464;2.101;1.860;1.409;1.034;945;827;895;1.001;861;833;761;852;699;625;462;378;235;78;3;17.323
15/05/2021;LÍNEA J;811;1.293;1.178;1.009;713;643;589;567;653;608;554;503;482;402;340;309;221;121;34;;11.030
15/05/2021;LÍNEA L;;;;;;119;110;102;87;95;87;128;144;137;;;;;;;1.009
15/05/2021;LÍNEA 1;1.769;4.152;4.636;4.537;3.169;2.807;2.568;2.820;3.906;3.970;3.920;2.839;3.101;2.804;2.613;2.065;1.617;1.198;661;14;55.166
15/05/2021;LÍNEA 2;56;313;337;319;297;289;351;397;517;567;539;518;548;382;406;322;174;135;52;4;6.523
15/05/2021;LÍNEA T-A;685;1.591;1.905;1.678;1.279;1.152;1.069;1.320;1.706;1.896;1.919;1.799;1.803;1.560;1.589;1.319;986;751;431;29;26.467
15/05/2021;LÍNEA M;164;412;407;323;212;167;183;220;238;302;392;367;407;365;324;324;236;174;122;15;5.354
15/05/2021;LÍNEA H;133;236;185;125;94;62;51;54;74;60;56;54;30;39;38;21;19;6;5;;1.342
15/05/2021;LÍNEA O;112;412;549;468;377;286;228;232;408;418;353;329;318;294;292;246;193;197;69;5;5.786
16/05/2021;LÍNEA A;2.491;7.191;8.081;7.017;6.914;8.362;8.529;8.624;9.155;10.019;11.492;10.237;11.647;10.933;10.001;9.222;6.696;5.011;532;;152.154
16/05/2021;LÍNEA B;479;1.114;1.252;1.184;1.052;1.458;1.538;1.558;1.601;1.840;1.727;1.661;1.825;1.637;1.451;1.205;838;697;95;;24.212
16/05/2021;LÍNEA K;;;;;290;782;803;753;814;805;732;880;1.015;838;601;501;75;137;11;;9.037
16/05/2021;LÍNEA J;;;;;23;665;521;488;473;492;378;432;515;462;399;345;36;95;11;;5.335
16/05/2021;LÍNEA L;;;;;135;264;309;264;315;277;309;354;285;207;2;;;;;;2.721
16/05/2021;LÍNEA 1;371;1.362;1.470;1.372;1.339;1.691;1.720;1.628;1.330;1.349;921;933;1.710;1.633;1.556;1.477;906;754;113;;23.635
16/05/2021;LÍNEA 2;;129;98;97;93;136;184;163;184;140;12;;84;192;173;139;92;59;6;;1.981
16/05/2021;LÍNEA T-A;89;433;563;539;556;790;852;896;979;946;948;960;1.029;962;1.012;807;657;458;120;;13.596
16/05/2021;LÍNEA M;;;;;30;184;176;175;190;211;208;220;216;205;230;189;115;82;30;;2.461
16/05/2021;LÍNEA H;;;;;3;71;58;46;24;47;37;40;33;38;33;35;19;6;;;490
16/05/2021;LÍNEA O;17;170;187;148;116;168;181;151;148;158;172;118;180;202;151;179;131;93;13;;2.683
17/05/2021;LÍNEA A;2.775;8.087;8.773;6.880;5.694;7.009;7.143;7.508;7.973;8.731;10.804;10.881;12.089;11.813;10.388;8.984;7.052;5.110;323;;148.017
17/05/2021;LÍNEA B;514;1.272;1.461;1.117;976;1.247;1.296;1.292;1.416;1.510;1.818;1.698;1.979;1.777;1.453;1.194;916;667;77;;23.680
17/05/2021;LÍNEA K;;;;;312;612;665;659;700;583;689;790;891;898;518;379;295;128;16;;8.135
17/05/2021;LÍNEA J;;;;;28;540;416;402;411;372;413;450;554;496;419;245;201;85;4;;5.036
17/05/2021;LÍNEA L;;;;;63;195;232;228;203;148;197;221;286;206;;;;;;;1.979
17/05/2021;LÍNEA 1;409;1.552;1.640;1.372;1.089;1.442;1.427;1.160;1.528;1.600;1.885;1.830;1.762;1.144;926;796;745;686;71;;23.064
17/05/2021;LÍNEA 2;1;136;115;102;89;122;108;137;131;137;167;26;;;;;;;;;1.271
17/05/2021;LÍNEA T-A;119;448;603;484;460;589;677;741;825;806;936;263;97;48;70;72;29;23;4;;7.294
17/05/2021;LÍNEA M;;;;;4;139;166;160;159;165;204;125;103;69;74;56;54;27;8;;1.513
17/05/2021;LÍNEA H;;;;;4;53;39;71;52;48;35;17;26;14;24;10;6;4;;;403
17/05/2021;LÍNEA O;13;171;211;168;100;146;168;144;83;76;106;107;130;107;98;136;162;92;6;;2.224
18/05/2021;LÍNEA A;12.534;32.918;39.509;30.532;20.043;17.336;15.518;15.855;17.540;17.739;23.026;26.994;40.261;37.181;36.204;17.035;10.882;8.079;3.493;5;422.684
18/05/2021;LÍNEA B;2.509;5.637;6.200;4.850;3.410;2.779;2.632;2.454;2.699;2.569;2.916;3.562;4.397;3.032;4.451;2.244;1.554;1.082;473;2;59.452
18/05/2021;LÍNEA K;1.795;2.247;2.146;1.731;1.217;1.020;894;834;830;621;568;532;673;527;392;306;382;148;36;;16.899
18/05/2021;LÍNEA J;953;1.381;1.400;1.328;910;693;564;494;498;377;388;398;474;307;274;206;167;65;18;;10.895
18/05/2021;LÍNEA 1;2.193;5.766;6.678;5.722;4.047;3.315;2.964;2.443;2.080;2.649;2.967;3.370;4.145;1.301;2.647;1.382;923;1.136;546;15;56.289
18/05/2021;LÍNEA 2;88;441;455;329;193;182;199;143;;61;99;;;;;;;;;;2.190
18/05/2021;LÍNEA T-A;894;2.342;2.693;101;46;34;29;61;29;49;92;421;565;76;134;405;680;469;335;8;9.463
18/05/2021;LÍNEA M;207;576;575;76;38;40;33;40;41;36;46;112;144;137;156;147;161;121;80;25;2.791
18/05/2021;LÍNEA H;;213;260;38;27;14;13;12;17;7;19;24;25;9;5;7;18;3;;;711
18/05/2021;LÍNEA O;112;510;794;616;369;297;269;236;287;240;293;389;492;962;642;300;279;217;59;1;7.364
19/05/2021;LÍNEA A;12.542;32.548;37.155;27.257;18.041;14.980;13.395;13.596;16.222;16.763;23.600;26.168;34.676;37.650;27.529;15.093;9.890;7.707;3.467;10;388.289
19/05/2021;LÍNEA B;2.460;5.616;5.845;4.424;3.044;2.554;2.293;2.235;2.408;2.415;2.826;3.395;4.489;4.973;3.717;2.093;1.578;1.116;526;6;58.013
19/05/2021;LÍNEA K;1.757;2.192;2.093;1.549;1.143;960;761;741;839;687;544;539;663;548;413;341;383;148;47;;16.348
19/05/2021;LÍNEA J;927;1.420;1.399;1.181;797;450;500;461;488;369;340;376;436;351;311;196;155;79;21;;10.257
19/05/2021;LÍNEA L;;;;;;46;59;32;32;53;46;35;54;100;;;;;;;457
19/05/2021;LÍNEA 1;2.208;5.751;6.463;5.126;3.512;2.842;2.398;2.207;1.934;1.490;1.656;1.922;2.299;2.258;1.945;1.255;886;639;265;10;47.066
19/05/2021;LÍNEA 2;76;393;460;366;309;330;331;343;17;;;;;;;;;;;;2.625
19/05/2021;LÍNEA T-A;856;2.118;2.459;1.716;1.243;1.131;950;336;31;28;35;50;53;96;470;390;271;187;204;13;12.637
19/05/2021;LÍNEA M;206;528;516;269;185;147;149;80;48;51;50;55;93;104;137;149;107;53;60;11;2.998
19/05/2021;LÍNEA H;139;298;225;110;70;58;46;14;11;10;7;6;10;7;6;15;14;4;;;1.050
19/05/2021;LÍNEA O;118;584;815;657;382;265;254;228;261;205;268;305;396;465;346;204;195;202;52;;6.202
20/05/2021;LÍNEA A;12.537;33.086;38.496;29.264;19.489;16.639;14.566;14.660;16.629;16.524;21.427;24.371;39.788;45.998;34.659;18.256;11.346;8.874;4.074;21;420.704
20/05/2021;LÍNEA B;2.439;5.748;6.187;4.694;3.265;2.723;2.508;2.338;2.623;2.489;2.843;3.171;4.788;6.169;4.625;2.542;1.867;1.318;603;4;62.944
20/05/2021;LÍNEA K;1.770;2.262;2.158;1.702;1.229;935;855;830;928;663;633;547;745;584;468;351;375;157;46;1;17.239
20/05/2021;LÍNEA J;939;1.420;1.354;1.283;866;619;502;456;535;464;336;321;458;422;371;195;202;68;12;;10.823
20/05/2021;LÍNEA L;;;;;;60;46;56;33;31;63;54;61;107;3;;;;;;514
20/05/2021;LÍNEA 1;2.176;5.888;6.696;5.724;3.847;3.224;2.810;2.650;2.760;2.827;3.234;3.728;5.320;6.014;4.577;2.727;1.761;1.324;678;22;67.987
20/05/2021;LÍNEA 2;81;409;538;463;377;402;412;455;469;382;537;605;792;938;668;430;236;155;41;;8.390
20/05/2021;LÍNEA T-A;882;2.333;2.707;2.161;1.407;1.286;1.204;1.204;1.321;1.302;1.439;1.588;2.316;2.956;2.739;1.585;1.126;686;492;23;30.757
20/05/2021;LÍNEA M;222;594;549;324;205;195;173;194;176;180;229;254;384;599;625;426;227;128;141;32;5.857
20/05/2021;LÍNEA H;142;321;265;131;82;49;41;49;28;32;24;48;39;33;17;13;25;6;6;;1.351
20/05/2021;LÍNEA O;120;556;814;614;345;340;275;231;289;276;351;386;645;716;595;349;271;234;88;3;7.498
21/05/2021;LÍNEA A;12.527;32.103;38.745;29.176;19.314;16.272;14.731;14.695;16.602;16.687;22.463;25.711;38.866;44.890;34.184;19.009;11.834;9.721;4.899;39;422.468
21/05/2021;LÍNEA B;2.357;5.782;6.068;4.724;3.237;2.759;2.497;2.272;2.560;2.530;2.983;3.437;4.691;6.027;4.543;2.587;1.895;1.494;652;6;63.101
21/05/2021;LÍNEA K;1.734;2.282;2.135;1.692;1.154;925;913;863;941;721;642;628;697;636;443;318;392;168;48;2;17.334
21/05/2021;LÍNEA J;977;1.366;1.394;1.219;862;610;492;463;530;424;468;387;481;444;348;236;209;82;24;;11.016
21/05/2021;LÍNEA L;;;;;1;72;37;62;55;49;54;62;70;113;;;;;;;575
21/05/2021;LÍNEA 1;2.227;5.664;6.717;5.688;3.866;3.221;2.793;2.576;2.800;2.824;3.353;3.867;5.396;6.249;4.176;2.812;1.891;1.609;793;42;68.564
21/05/2021;LÍNEA 2;93;446;573;458;409;410;447;519;451;525;621;707;898;1.066;748;468;282;222;62;1;9.406
21/05/2021;LÍNEA T-A;883;2.324;2.739;2.183;1.470;1.269;1.278;1.176;1.320;1.325;1.578;1.707;2.235;3.015;2.726;1.762;1.074;788;503;51;31.406
21/05/2021;LÍNEA M;236;566;596;350;192;212;183;190;201;211;212;319;362;629;670;443;228;158;152;32;6.142
