Día;Línea de Servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Total general (Número de pasajeros)
28/05/2022;LÍNEA B;4.142;5.235;5.472;5.427;4.123;3.666;3.784;4.378;6.317;6.404;5.087;4.383;4.762;4.499;4.055;2.885;2.136;1.900;1.019;9;79.683
28/05/2022;LÍNEA H;141;343;317;205;137;103;119;108;100;119;94;84;84;67;52;46;38;20;7;;2.184
28/05/2022;LÍNEA J;1.037;1.812;1.907;1.655;1.182;951;871;846;908;728;670;610;637;520;477;412;325;216;80;1;15.845
28/05/2022;LÍNEA K;2.030;2.717;2.573;2.044;1.548;1.325;1.205;1.219;1.373;1.116;975;922;1.136;1.058;811;624;566;405;209;8;23.864
28/05/2022;LÍNEA L;;;;;;187;123;195;196;201;127;207;235;208;1;;;;;;1.680
28/05/2022;LÍNEA M;256;551;619;582;316;275;312;385;439;556;548;518;492;599;551;561;409;304;240;44;8.557
28/05/2022;LÍNEA O;154;626;826;981;649;725;548;547;906;821;659;640;581;601;547;483;411;400;238;15;11.358
28/05/2022;LÍNEA P;912;1.690;1.744;1.420;944;728;679;680;817;803;656;609;562;600;421;402;424;326;174;;14.591
28/05/2022;LÍNEA T-A;1.070;2.491;3.169;3.370;2.128;2.014;2.006;2.331;3.135;3.295;3.077;2.671;2.640;2.766;2.689;2.119;1.593;1.402;1.040;92;45.098
29/05/2022;LÍNEA 1;350;1.282;1.739;2.077;3.465;4.439;5.248;5.601;5.579;5.742;5.510;4.254;3.230;3.050;2.607;2.172;2.097;1.496;160;;60.098
29/05/2022;LÍNEA 2;16;151;185;262;338;483;627;572;577;589;572;478;380;402;453;339;248;172;23;;6.867
29/05/2022;LÍNEA A;237;574;354;148;161;213;289;260;246;244;255;229;211;16.376;16.715;13.356;12.209;9.112;812;1;72.002
29/05/2022;LÍNEA B;45;80;88;81;80;94;72;76;65;77;80;35;57;2.617;2.727;2.165;1.745;1.294;125;;11.603
29/05/2022;LÍNEA H;;;;1;;;1;;;;;;1;41;67;75;41;53;;;280
29/05/2022;LÍNEA J;;;;12;;1;3;6;6;5;2;1;2;486;541;518;395;233;12;;2.223
29/05/2022;LÍNEA K;;;;2;3;;4;2;2;3;3;3;5;1.241;937;779;710;446;9;;4.149
29/05/2022;LÍNEA L;;;;;36;90;242;213;314;193;266;280;349;397;3;;;;;;2.383
29/05/2022;LÍNEA M;;;;5;3;1;;1;1;3;1;3;1;485;494;379;288;308;134;;2.107
29/05/2022;LÍNEA O;15;232;230;239;322;483;513;494;340;462;441;441;313;329;346;321;332;223;38;;6.114
29/05/2022;LÍNEA P;;;;9;2;1;1;2;4;3;;2;3;430;545;464;416;256;5;;2.143
29/05/2022;LÍNEA T-A;;12;7;12;9;5;14;21;15;6;15;6;10;1.685;1.695;1.540;1.327;1.120;306;;7.805
30/05/2022;LÍNEA 1;473;1.742;1.961;1.844;1.782;1.963;2.145;2.072;2.118;2.354;2.891;2.771;2.861;2.867;2.829;2.247;2.185;1.594;249;;38.948
30/05/2022;LÍNEA 2;11;204;203;218;181;234;286;252;365;309;379;361;374;431;458;360;255;206;32;;5.119
30/05/2022;LÍNEA A;3.172;10.293;11.944;10.361;9.268;8.989;10.681;10.736;11.678;13.191;16.914;16.418;17.710;18.713;17.935;14.339;13.704;9.817;823;;226.686
30/05/2022;LÍNEA B;606;1.681;1.790;1.858;1.624;1.671;2.163;3.287;2.428;2.436;2.896;2.655;2.904;2.895;2.765;2.080;2.128;1.247;154;;39.268
30/05/2022;LÍNEA H;;;;;1;81;60;61;66;63;53;75;92;74;90;53;38;14;1;;822
30/05/2022;LÍNEA J;;;;;93;622;602;533;555;594;484;640;717;594;547;456;375;144;8;;6.964
30/05/2022;LÍNEA K;;;;;541;919;1.018;1.018;1.055;940;1.017;1.159;1.369;1.395;886;745;624;282;16;;12.984
30/05/2022;LÍNEA L;;;;;98;223;334;437;376;286;279;371;422;381;2;;;;;;3.209
30/05/2022;LÍNEA M;;;;;;234;245;249;285;321;292;407;396;368;433;378;308;240;115;;4.271
30/05/2022;LÍNEA O;20;310;294;243;220;234;308;280;236;292;400;343;400;394;341;373;369;266;34;;5.357
30/05/2022;LÍNEA P;;;;;14;572;511;493;497;525;557;586;578;537;485;434;454;215;7;;6.465
30/05/2022;LÍNEA T-A;157;626;852;854;733;908;1.088;1.261;1.307;1.316;1.612;1.611;1.841;1.717;1.809;1.604;1.443;1.027;279;;22.045
31/05/2022;LÍNEA 1;2.817;8.609;11.190;10.308;6.600;5.548;4.624;5.259;5.287;5.148;5.642;6.038;8.683;11.356;8.544;5.108;3.434;2.645;1.539;62;118.441
31/05/2022;LÍNEA 2;142;782;1.064;1.025;885;914;946;1.201;1.209;1.032;1.163;1.446;1.837;2.211;1.927;1.334;876;468;228;5;20.695
31/05/2022;LÍNEA A;15.470;47.589;58.856;50.801;31.654;27.632;23.925;25.474;28.501;28.062;34.385;36.141;58.291;79.907;58.889;33.962;19.970;15.752;8.503;57;683.821
31/05/2022;LÍNEA B;3.047;8.087;9.025;8.394;5.254;4.454;3.854;4.128;4.771;4.194;4.494;5.008;7.000;9.826;7.630;4.383;3.000;2.239;5.738;21;104.547
31/05/2022;LÍNEA H;223;510;433;248;153;117;81;117;127;81;29;49;51;36;39;26;37;11;3;;2.371
31/05/2022;LÍNEA J;1.447;2.543;2.410;2.132;1.273;900;879;896;934;646;522;490;554;662;482;306;262;134;49;1;17.522
31/05/2022;LÍNEA K;2.482;3.021;2.840;2.340;1.720;1.325;1.114;1.221;1.462;1.016;883;738;1.015;955;730;496;499;261;87;2;24.207
31/05/2022;LÍNEA L;;;;;;1;;;;;;;;;;;;;;;1
31/05/2022;LÍNEA M;325;817;856;603;375;298;264;354;374;296;207;369;588;793;1.084;808;434;311;265;47;9.468
31/05/2022;LÍNEA O;208;1.166;1.381;1.470;920;1.000;708;816;780;807;834;922;1.192;1.459;1.128;971;646;599;272;22;17.301
31/05/2022;LÍNEA P;1.176;2.732;2.742;1.880;1.091;827;678;1.059;1.254;804;641;588;715;1.269;813;409;592;404;77;;19.751
31/05/2022;LÍNEA T-A;1.229;3.838;4.573;4.446;2.829;2.479;2.176;2.463;3.142;2.491;2.560;2.878;3.855;5.222;5.067;3.359;2.306;1.720;1.237;64;57.934
1/06/2022;LÍNEA 1;2.825;8.685;11.525;10.086;6.333;5.730;4.719;4.950;5.291;5.285;5.519;5.971;8.503;11.606;8.386;5.287;3.515;2.741;1.389;87;118.433
1/06/2022;LÍNEA 2;161;808;1.009;1.020;913;975;1.042;1.157;1.206;1.047;1.153;1.458;1.833;2.409;1.791;1.223;860;503;204;7;20.779
1/06/2022;LÍNEA A;15.490;48.063;59.739;49.408;30.646;26.833;23.616;25.293;28.514;27.736;32.829;35.408;55.662;78.947;56.849;32.307;20.076;15.911;8.454;56;671.837
1/06/2022;LÍNEA B;3.473;9.803;9.652;8.345;5.044;4.426;3.993;4.041;4.636;4.149;4.435;4.867;6.714;10.177;7.258;3.842;2.988;2.164;1.195;7;101.209
1/06/2022;LÍNEA H;200;525;410;242;140;103;88;109;108;60;61;36;90;48;44;44;39;7;3;;2.357
1/06/2022;LÍNEA J;;569;2.357;2.021;1.223;892;727;789;858;643;341;348;679;655;464;308;229;116;37;;13.256
1/06/2022;LÍNEA K;2.392;3.041;2.946;2.223;1.671;1.286;1.062;1.177;1.404;1.059;580;814;1.123;837;776;488;523;217;99;;23.718
1/06/2022;LÍNEA L;;;;;;63;44;83;57;90;94;94;97;108;;;;;;;730
1/06/2022;LÍNEA M;317;838;859;596;345;331;266;288;413;290;316;370;588;758;1.080;901;442;308;240;57;9.603
1/06/2022;LÍNEA O;209;1.164;1.494;1.609;923;966;577;882;870;802;707;879;1.232;1.408;1.259;846;665;598;223;8;17.321
1/06/2022;LÍNEA P;1.194;2.831;2.811;1.881;1.122;753;680;1.080;1.205;767;359;629;773;1.213;752;411;626;421;74;3;19.585
1/06/2022;LÍNEA T-A;1.249;3.961;4.777;4.301;2.732;2.484;2.153;2.490;2.980;2.624;2.486;2.741;3.649;5.056;5.006;3.330;2.307;1.860;1.079;36;57.301
2/06/2022;LÍNEA 1;2.793;8.665;11.201;10.094;6.430;5.493;4.536;4.863;5.313;4.684;5.443;5.804;8.180;9.777;7.383;6.037;3.757;2.637;1.394;32;114.516
2/06/2022;LÍNEA 2;154;775;1.026;1.041;872;969;943;1.170;1.209;1.015;1.249;1.371;1.845;1.941;1.734;1.431;863;433;201;5;20.247
2/06/2022;LÍNEA A;14.764;46.731;58.877;49.752;30.544;26.527;23.220;24.376;27.958;28.229;35.204;36.061;56.883;76.029;56.213;37.356;21.727;15.579;8.381;34;674.445
2/06/2022;LÍNEA B;3.015;8.158;9.227;8.083;5.195;4.414;3.859;3.902;4.447;4.086;4.442;4.880;7.220;8.649;7.768;4.786;3.017;1.907;1.067;8;98.130
2/06/2022;LÍNEA H;194;499;429;241;137;109;96;112;124;72;51;59;76;42;23;43;25;10;5;;2.347
2/06/2022;LÍNEA J;1.337;2.494;2.352;2.031;1.295;890;707;755;850;633;530;547;625;391;452;285;264;97;30;;16.565
2/06/2022;LÍNEA K;2.470;2.984;2.901;2.309;1.581;1.361;1.086;1.137;1.452;996;862;898;1.057;817;597;462;488;248;76;3;23.785
2/06/2022;LÍNEA L;;;;;;70;63;83;114;100;104;130;106;118;1;;;;;;889
2/06/2022;LÍNEA M;335;837;888;587;365;275;227;326;390;284;332;408;592;825;862;892;485;281;239;40;9.470
2/06/2022;LÍNEA O;209;1.106;1.405;1.556;916;891;654;738;851;838;797;897;1.201;1.167;1.111;1.031;708;607;215;12;16.910
2/06/2022;LÍNEA P;1.183;2.696;2.827;1.972;1.109;774;666;1.087;1.248;695;598;615;730;1.140;794;422;589;407;71;;19.623
2/06/2022;LÍNEA T-A;1.257;3.933;4.653;4.402;2.715;2.364;2.069;2.598;2.996;2.537;2.653;2.832;4.055;5.054;4.724;3.763;2.208;1.671;996;53;57.533
3/06/2022;LÍNEA 1;2.818;8.391;10.981;9.942;6.098;5.362;4.468;4.802;5.254;5.074;5.589;6.265;8.661;10.627;8.359;5.380;3.854;2.511;1.860;89;116.385
3/06/2022;LÍNEA 2;154;814;1.029;1.026;837;894;948;1.048;1.084;1.064;1.122;1.334;1.818;1.998;1.843;1.238;774;560;287;3;19.875
3/06/2022;LÍNEA A;15.118;45.752;57.767;48.611;31.207;26.945;23.138;25.010;28.578;27.702;34.283;37.793;57.698;73.878;56.586;35.638;22.412;18.835;11.619;132;678.702
3/06/2022;LÍNEA B;2.913;8.080;9.066;7.998;4.940;4.368;3.681;4.111;4.655;4.549;4.711;5.613;7.526;9.935;7.665;4.784;3.430;2.592;1.649;32;102.298
3/06/2022;LÍNEA H;199;496;406;235;144;124;88;100;142;74;74;75;74;67;41;51;39;10;1;;2.440
3/06/2022;LÍNEA J;1.353;2.472;2.348;2.032;1.190;844;694;812;905;710;521;537;764;698;476;367;317;155;62;;17.257
3/06/2022;LÍNEA K;2.365;3.032;2.617;2.427;1.603;1.273;1.065;1.249;1.430;1.085;958;934;1.115;1.081;836;626;617;317;139;1;24.770
3/06/2022;LÍNEA L;;;;;;170;78;106;98;86;126;95;167;86;;;;;;;1.012
3/06/2022;LÍNEA M;306;857;815;597;329;294;241;240;377;299;309;426;563;857;1.058;758;525;308;295;76;9.530
3/06/2022;LÍNEA O;202;1.112;1.404;1.470;909;927;594;860;823;773;793;885;1.074;1.331;1.108;826;546;595;308;12;16.552
3/06/2022;LÍNEA P;1.110;2.701;2.778;1.969;1.083;805;680;1.018;1.227;762;587;687;897;1.103;774;482;655;514;133;;19.965
3/06/2022;LÍNEA T-A;1.185;3.916;4.534;4.205;2.654;2.296;2.057;2.345;2.934;2.414;2.651;2.927;3.974;5.122;4.787;3.474;2.474;1.932;1.373;99;57.353
4/06/2022;LÍNEA 1;2.284;5.303;6.968;7.190;5.123;4.587;4.224;4.809;6.419;6.576;6.594;5.794;4.956;4.371;4.216;3.381;2.847;2.414;1.468;105;89.629
4/06/2022;LÍNEA 2;117;557;648;698;635;753;841;982;1.412;1.356;1.258;1.051;1.128;1.092;996;850;546;453;203;7;15.583
4/06/2022;LÍNEA A;12.258;29.042;35.549;33.896;23.979;22.131;22.203;25.808;41.468;43.507;45.742;39.425;34.084;31.177;28.769;22.570;16.043;15.233;8.764;123;531.771
4/06/2022;LÍNEA B;2.314;5.168;5.664;5.650;4.244;4.086;4.390;4.562;6.212;6.265;6.139;5.745;5.207;4.350;4.009;6.493;3.077;2.263;1.355;21;87.214
4/06/2022;LÍNEA H;139;386;311;211;137;124;101;118;86;94;99;65;92;49;70;51;39;44;12;1;2.229
4/06/2022;LÍNEA J;1.041;1.815;1.937;1.736;1.195;883;849;910;971;787;716;731;618;398;478;453;383;323;105;;16.329
4/06/2022;LÍNEA K;1.990;2.860;2.736;2.258;1.550;1.317;1.253;1.158;1.405;925;1.088;1.077;1.143;911;827;714;618;506;218;10;24.564
4/06/2022;LÍNEA L;;;;;;259;196;236;267;141;241;103;431;149;;;;;;;2.023
4/06/2022;LÍNEA M;268;550;643;508;373;313;250;322;408;536;627;636;538;568;466;485;362;316;298;59;8.526
4/06/2022;LÍNEA O;148;649;904;995;644;620;578;631;898;814;722;640;632;600;531;488;356;456;221;9;11.536
4/06/2022;LÍNEA P;876;1.694;1.827;1.526;995;734;743;669;914;667;706;861;619;470;481;399;313;268;174;4;14.940
4/06/2022;LÍNEA T-A;978;2.510;3.244;3.582;2.382;2.041;2.111;2.323;3.228;3.110;3.274;3.131;2.974;2.731;2.550;2.198;1.693;1.498;1.166;69;46.793
5/06/2022;LÍNEA 1;480;1.616;1.946;1.973;2.065;2.363;2.709;2.572;2.767;2.780;2.834;2.918;2.788;3.054;3.002;2.285;2.327;1.639;288;;42.406
5/06/2022;LÍNEA 2;10;179;203;183;240;364;335;351;530;510;441;425;483;481;494;346;277;264;23;;6.139
5/06/2022;LÍNEA A;3.354;10.291;11.956;10.481;10.423;11.633;12.898;13.388;15.466;15.792;15.563;16.851;17.458;19.406;18.650;14.532;14.416;10.615;839;;244.012
5/06/2022;LÍNEA B;651;1.670;1.824;1.806;1.958;2.306;2.545;2.617;3.244;2.738;3.102;2.895;2.889;3.115;3.085;2.186;2.006;1.378;151;;42.166
5/06/2022;LÍNEA H;;;;;1;112;99;101;82;65;75;71;97;81;54;63;52;16;;;969
5/06/2022;LÍNEA J;;;;;;952;707;621;693;603;581;614;642;672;647;459;433;219;5;;7.848
5/06/2022;LÍNEA K;;;;;606;1.037;1.090;1.030;938;302;1.156;1.191;1.250;1.204;1.033;713;774;407;14;;12.745
5/06/2022;LÍNEA L;;;;;113;226;303;346;345;84;388;263;306;244;;;;;;;2.618
5/06/2022;LÍNEA M;;;;;;284;233;277;265;395;308;341;415;387;456;349;322;276;116;;4.424
5/06/2022;LÍNEA O;20;225;291;193;199;209;332;360;367;257;315;294;371;438;406;339;379;282;57;;5.334
5/06/2022;LÍNEA P;;;;;33;588;555;544;642;276;550;659;638;518;560;453;392;228;6;;6.642
5/06/2022;LÍNEA T-A;138;748;938;890;953;1.199;1.350;1.418;1.675;1.877;1.574;1.858;1.691;2.026;1.966;1.648;1.541;1.326;332;;25.148
6/06/2022;LÍNEA 1;2.875;8.385;11.030;9.515;5.970;5.393;4.552;4.268;4.376;4.905;5.714;5.395;7.595;11.241;8.232;4.783;3.089;2.361;1.216;;110.895
6/06/2022;LÍNEA 2;158;780;971;1.035;813;930;941;1.054;1.043;936;1.173;1.419;1.559;2.206;1.839;1.095;740;390;167;;19.249
6/06/2022;LÍNEA A;15.917;45.841;58.013;47.897;28.768;25.953;22.822;23.695;27.856;26.737;33.504;32.880;50.146;79.925;58.549;29.945;18.856;14.230;7.311;;648.845
6/06/2022;LÍNEA B;3.002;8.212;8.847;7.876;4.613;4.144;3.758;3.912;4.342;4.083;4.469;4.153;6.675;10.398;6.936;3.752;2.620;1.913;964;;94.669
6/06/2022;LÍNEA H;208;511;437;248;143;122;115;114;123;82;70;68;16;46;15;25;24;11;3;;2.381
6/06/2022;LÍNEA J;1.378;2.491;2.345;2.026;1.106;810;742;820;833;709;520;150;139;557;429;262;230;101;39;;15.687
6/06/2022;LÍNEA K;2.529;3.057;2.794;2.205;1.484;1.217;1.124;1.184;1.351;1.011;867;196;358;735;723;535;518;270;85;;22.243
6/06/2022;LÍNEA M;300;838;842;619;328;263;266;278;360;290;377;388;301;598;1.049;718;499;266;211;;8.791
6/06/2022;LÍNEA O;197;1.007;1.421;1.396;835;792;589;672;774;669;728;685;981;1.535;930;958;525;549;198;;15.441
6/06/2022;LÍNEA P;1.116;2.710;2.792;1.810;994;784;674;1.039;1.190;712;635;149;11;21;852;411;522;338;89;;16.849
6/06/2022;LÍNEA T-A;1.214;3.800;4.578;4.064;2.509;2.130;1.993;2.194;2.870;2.285;2.614;2.753;3.309;4.961;4.815;2.911;2.065;1.472;935;;53.472
7/06/2022;LÍNEA 1;2.850;8.632;11.290;10.013;6.399;5.479;4.454;4.659;5.260;5.085;5.382;5.730;8.519;11.110;8.273;5.149;3.370;2.755;1.385;77;115.871
7/06/2022;LÍNEA 2;160;769;977;1.040;857;892;947;1.053;1.094;994;1.093;1.390;1.728;2.243;1.854;1.208;806;439;184;7;19.735
7/06/2022;LÍNEA A;15.219;47.016;58.049;49.691;30.424;25.792;21.858;23.884;28.358;27.504;32.189;34.287;56.034;79.159;55.607;32.159;20.449;15.847;8.232;74;661.832
7/06/2022;LÍNEA B;2.956;8.172;8.980;8.330;5.135;4.550;3.459;3.695;4.470;3.985;4.107;4.905;6.963;10.002;7.136;3.835;2.981;2.172;1.095;14;96.942
7/06/2022;LÍNEA H;204;481;439;242;132;111;92;124;119;86;65;66;70;48;40;23;26;8;2;;2.378
7/06/2022;LÍNEA J;1.353;2.552;2.416;2.045;1.200;815;562;673;769;645;549;467;686;696;443;279;268;131;31;1;16.581
7/06/2022;LÍNEA K;2.425;2.665;2.978;2.189;1.555;1.217;970;1.012;1.419;992;811;738;1.074;900;669;461;521;237;94;;22.927
7/06/2022;LÍNEA L;;;;;;84;52;58;75;54;91;96;89;93;1;;;;;;693
7/06/2022;LÍNEA M;327;820;846;612;321;265;252;282;419;303;261;382;540;881;1.054;822;377;281;296;120;9.461
7/06/2022;LÍNEA O;198;1.103;1.503;1.349;838;843;678;778;755;835;682;904;1.171;1.511;1.093;917;647;561;244;20;16.630
7/06/2022;LÍNEA P;1.161;2.787;2.738;1.959;1.103;591;625;972;1.157;696;522;635;826;1.308;782;439;607;455;79;;19.442
7/06/2022;LÍNEA T-A;1.208;3.885;4.605;4.336;2.769;2.384;2.021;2.373;2.854;2.443;2.450;2.819;3.845;5.126;4.936;3.141;2.056;1.615;1.046;84;55.996
8/06/2022;LÍNEA 1;2.788;8.563;11.119;9.944;6.066;5.241;4.281;4.791;5.150;4.990;5.391;6.072;8.543;11.393;7.925;5.008;3.165;2.511;1.402;73;114.416
8/06/2022;LÍNEA 2;143;797;1.022;1.005;842;924;943;1.046;1.046;962;1.088;1.465;1.612;2.279;1.667;1.282;764;414;209;3;19.513
8/06/2022;LÍNEA A;15.327;47.151;58.473;48.579;29.500;25.783;22.380;24.141;27.725;27.110;33.031;35.951;54.585;79.719;56.423;31.959;19.320;14.887;8.357;50;660.451
8/06/2022;LÍNEA B;3.060;8.168;8.957;8.097;4.957;4.287;3.847;3.903;4.555;4.247;4.491;4.907;7.300;10.195;7.154;4.266;2.992;2.192;1.177;8;98.760
8/06/2022;LÍNEA H;201;493;396;254;153;113;95;99;113;55;73;55;60;48;26;29;18;19;8;;2.308
8/06/2022;LÍNEA J;1.338;2.518;2.434;1.923;1.254;863;686;741;855;646;555;513;673;621;360;300;250;109;35;;16.674
8/06/2022;LÍNEA K;2.390;3.004;2.893;2.330;1.574;1.243;1.087;1.082;1.393;1.009;838;822;1.122;740;533;598;521;249;86;3;23.517
8/06/2022;LÍNEA L;;;;;;78;77;117;147;117;138;144;92;102;;;;;;;1.012
8/06/2022;LÍNEA M;349;801;835;561;323;261;223;279;385;280;352;424;483;951;1.027;789;442;307;247;49;9.368
8/06/2022;LÍNEA O;218;1.092;1.447;1.451;938;848;662;797;660;801;670;771;1.144;1.431;710;814;670;544;238;6;15.912
8/06/2022;LÍNEA P;1.177;2.777;2.845;1.959;1.106;796;682;997;1.232;735;587;653;858;1.160;611;525;602;403;74;;19.779
8/06/2022;LÍNEA T-A;1.250;3.771;4.542;4.337;2.629;2.277;2.047;2.338;2.760;2.430;2.619;2.841;3.812;5.194;4.623;3.160;2.143;1.665;1.076;54;55.568
9/06/2022;LÍNEA 1;2.575;5.152;6.213;5.717;6.321;5.094;4.323;4.887;4.742;4.646;5.019;5.271;7.244;9.726;7.664;4.715;3.209;2.673;1.489;72;96.752
9/06/2022;LÍNEA 2;124;618;799;777;757;853;916;1.087;1.063;905;1.068;1.272;1.758;2.086;1.692;1.169;823;425;216;5;18.413
9/06/2022;LÍNEA A;15.236;45.500;58.578;47.727;30.070;25.044;22.110;23.794;26.794;27.145;34.874;35.303;56.462;78.427;56.909;31.654;19.777;15.014;8.717;66;659.201
9/06/2022;LÍNEA B;3.015;7.842;9.178;8.116;5.262;4.395;3.702;4.301;4.835;4.583;4.705;5.185;7.000;10.268;7.235;4.318;3.163;2.266;3.471;13;102.853
9/06/2022;LÍNEA H;207;484;431;265;144;109;88;145;98;73;76;54;62;49;40;24;24;16;2;;2.391
9/06/2022;LÍNEA J;1.354;2.539;2.428;1.937;1.288;852;700;786;845;579;527;463;673;656;454;325;240;138;27;;16.811
9/06/2022;LÍNEA K;2.499;3.042;2.842;2.277;1.567;1.313;1.131;1.222;1.414;974;742;696;904;840;621;455;496;249;66;3;23.353
9/06/2022;LÍNEA L;;;;;;94;73;148;100;89;77;73;70;101;;;;;;;825
9/06/2022;LÍNEA M;338;806;802;605;368;272;283;286;364;269;314;419;583;835;1.083;828;495;268;304;61;9.583
9/06/2022;LÍNEA O;192;1.143;1.647;1.599;876;813;626;766;750;677;365;498;943;1.417;1.158;832;641;546;249;11;15.749
9/06/2022;LÍNEA P;1.157;2.779;2.798;1.976;1.118;806;725;969;1.115;630;586;653;880;1.148;710;439;636;410;94;;19.629
9/06/2022;LÍNEA T-A;1.214;3.710;4.563;4.257;2.750;2.229;2.126;2.327;2.880;2.379;2.500;2.773;3.859;4.835;4.947;3.131;2.153;1.629;1.242;62;55.566
10/06/2022;LÍNEA 1;2.817;8.186;10.859;9.371;6.024;5.325;4.473;5.001;5.213;5.120;5.528;6.192;8.375;10.349;7.853;5.164;3.582;2.976;1.703;128;114.239
10/06/2022;LÍNEA 2;165;765;1.033;961;807;825;844;1.041;1.051;911;1.177;1.363;1.701;2.001;1.696;1.202;714;550;245;1;19.053
10/06/2022;LÍNEA A;15.290;44.897;57.850;47.300;29.373;25.860;23.124;25.166;28.208;28.204;35.854;37.604;56.408;72.427;55.775;34.597;21.618;18.085;10.818;115;668.573
10/06/2022;LÍNEA B;3.002;7.901;8.995;7.865;5.042;4.387;3.714;4.138;4.760;4.312;4.876;5.018;7.602;9.597;7.330;4.230;3.143;2.426;1.390;17;99.745
10/06/2022;LÍNEA H;203;490;427;240;154;126;120;107;123;66;75;63;28;57;27;34;29;22;4;;2.395
10/06/2022;LÍNEA J;1.374;2.533;2.424;2.002;1.277;877;748;773;848;689;579;121;551;713;498;333;286;144;62;1;16.833
10/06/2022;LÍNEA K;2.492;3.049;2.924;2.344;1.532;1.322;1.170;1.200;1.407;1.116;995;694;809;1.184;861;595;678;331;131;1;24.835
10/06/2022;LÍNEA L;;;;;;148;92;163;242;135;177;50;187;120;;;;;;;1.314
10/06/2022;LÍNEA M;345;802;857;614;369;277;259;295;386;294;354;444;537;774;1.014;758;483;319;312;60;9.553
10/06/2022;LÍNEA O;200;1.047;1.380;1.403;894;808;623;786;740;698;727;806;1.024;1.238;916;759;619;538;286;23;15.515
10/06/2022;LÍNEA P;1.163;2.732;2.755;1.873;1.093;820;710;1.023;1.107;709;680;262;507;1.125;740;559;640;425;122;3;19.048
10/06/2022;LÍNEA T-A;1.236;3.700;4.576;3.981;2.568;2.254;2.118;2.320;2.697;2.352;2.704;2.937;3.799;4.544;4.617;3.155;2.196;1.848;1.297;86;54.985
11/06/2022;LÍNEA 1;2.007;5.031;6.253;6.852;5.310;4.391;4.118;4.513;6.153;6.716;6.428;5.600;5.086;4.905;4.367;3.615;2.676;2.555;1.670;79;88.325
11/06/2022;LÍNEA 2;99;472;579;709;553;629;713;842;1.262;1.361;1.217;1.196;1.166;1.053;1.025;777;562;408;249;5;14.877
11/06/2022;LÍNEA A;11.788;26.297;32.128;31.572;24.754;21.974;21.026;24.272;38.697;42.275;43.659;35.656;33.663;31.873;29.793;23.076;16.553;15.565;9.409;116;514.146
11/06/2022;LÍNEA B;2.235;4.541;5.319;5.498;3.852;3.673;3.712;4.216;5.889;6.073;6.163;5.491;5.168;4.297;4.109;3.164;2.297;1.927;1.390;20;79.034
11/06/2022;LÍNEA H;145;281;305;281;140;107;109;133;108;110;67;83;63;48;45;55;46;39;10;2;2.177
11/06/2022;LÍNEA J;970;1.524;1.731;1.629;1.243;872;841;884;917;797;733;724;262;621;532;515;402;248;134;;15.579
11/06/2022;LÍNEA K;1.868;2.299;2.406;2.009;1.599;1.334;1.217;1.259;1.458;1.101;1.084;1.025;1.195;1.140;826;723;667;511;239;6;23.966
11/06/2022;LÍNEA L;;;;;;103;115;184;227;225;215;246;265;266;;;;;;;1.846
11/06/2022;LÍNEA M;215;385;533;538;366;258;255;325;407;490;615;629;628;524;535;551;418;276;287;86;8.321
11/06/2022;LÍNEA O;148;566;834;884;585;592;455;604;720;726;719;637;570;602;553;452;402;419;235;27;10.730
11/06/2022;LÍNEA P;862;1.546;1.521;1.244;932;676;680;735;860;756;685;764;750;573;580;468;417;312;167;;14.528
11/06/2022;LÍNEA T-A;868;1.969;2.844;3.299;2.365;2.037;1.907;2.181;2.965;3.126;3.330;2.597;2.581;1.991;1.723;1.470;1.185;1.098;694;36;40.266
12/06/2022;LÍNEA 1;411;1.557;2.056;1.989;1.903;2.466;2.694;2.539;2.507;2.865;2.914;2.858;2.974;2.809;2.800;2.249;2.425;1.686;268;;41.970
12/06/2022;LÍNEA 2;6;216;209;204;225;302;385;374;580;512;439;408;529;509;454;339;295;218;32;;6.236
12/06/2022;LÍNEA A;3.520;9.993;11.729;10.520;10.137;11.483;13.197;13.605;15.250;16.633;18.860;18.500;19.722;18.838;18.032;14.722;14.344;10.421;856;;250.362
12/06/2022;LÍNEA B;583;1.687;1.961;1.803;1.793;2.263;2.501;2.724;3.033;3.051;3.199;3.280;3.582;3.309;3.038;4.901;3.296;1.979;272;4;48.259
12/06/2022;LÍNEA H;;;;;;126;101;75;81;75;76;69;74;58;60;72;46;24;6;;943
12/06/2022;LÍNEA J;;;;;45;853;748;668;725;548;643;633;720;634;497;441;405;194;22;;7.776
12/06/2022;LÍNEA K;;;;;656;975;1.127;939;1.169;1.230;1.217;1.317;1.416;1.342;978;722;699;351;11;;14.149
12/06/2022;LÍNEA L;;;;;81;195;357;422;412;387;387;477;451;368;;;;;;;3.537
12/06/2022;LÍNEA M;;;;;;287;225;267;284;353;362;383;440;364;420;340;349;324;130;;4.528
12/06/2022;LÍNEA O;15;243;296;263;247;279;348;295;305;279;359;373;397;409;366;346;357;285;56;;5.518
12/06/2022;LÍNEA P;;;;;36;652;593;637;659;598;670;664;698;511;530;433;453;225;5;;7.364
